File Size,Block Size,Speed,Encryption,Operation,Trial
128,128,2166499.0,LUKS,write,3
256,4,1241598.0,LUKS,write,3
256,8,2152625.0,LUKS,write,3
256,16,2102055.0,LUKS,write,3
256,32,2458168.0,LUKS,write,3
256,64,2441400.0,LUKS,write,3
256,128,2692393.0,LUKS,write,3
256,256,2747508.0,LUKS,write,3
512,4,1753325.0,LUKS,write,3
512,8,2297251.0,LUKS,write,3
512,16,2587935.0,LUKS,write,3
512,32,2910635.0,LUKS,write,3
512,64,3008498.0,LUKS,write,3
512,128,2845081.0,LUKS,write,3
512,256,2942541.0,LUKS,write,3
512,512,3104171.0,LUKS,write,3
1024,4,1604512.0,LUKS,write,3
1024,8,2619192.0,LUKS,write,3
1024,16,2987168.0,LUKS,write,3
1024,32,3220084.0,LUKS,write,3
1024,64,3401130.0,LUKS,write,3
1024,128,105145.0,LUKS,write,3
1024,256,3324778.0,LUKS,write,3
1024,512,3618930.0,LUKS,write,3
1024,1024,2813041.0,LUKS,write,3
2048,4,1751687.0,LUKS,write,3
2048,8,2599225.0,LUKS,write,3
2048,16,3219850.0,LUKS,write,3
2048,32,2649737.0,LUKS,write,3
2048,64,3857514.0,LUKS,write,3
2048,128,3683812.0,LUKS,write,3
2048,256,2625441.0,LUKS,write,3
2048,512,3266376.0,LUKS,write,3
2048,1024,3555722.0,LUKS,write,3
2048,2048,2964289.0,LUKS,write,3
4096,4,1777753.0,LUKS,write,3
4096,8,2661562.0,LUKS,write,3
4096,16,2150223.0,LUKS,write,3
4096,32,3504089.0,LUKS,write,3
4096,64,3751222.0,LUKS,write,3
4096,128,3849566.0,LUKS,write,3
4096,256,3693955.0,LUKS,write,3
4096,512,3915366.0,LUKS,write,3
4096,1024,3537277.0,LUKS,write,3
4096,2048,3641495.0,LUKS,write,3
4096,4096,535151.0,LUKS,write,3
8192,4,1842562.0,LUKS,write,3
8192,8,2114600.0,LUKS,write,3
8192,16,3123383.0,LUKS,write,3
8192,32,3502234.0,LUKS,write,3
8192,64,3909933.0,LUKS,write,3
8192,128,4065372.0,LUKS,write,3
8192,256,3837016.0,LUKS,write,3
8192,512,3308654.0,LUKS,write,3
8192,1024,3853368.0,LUKS,write,3
8192,2048,3070628.0,LUKS,write,3
8192,4096,3533932.0,LUKS,write,3
8192,8192,2300494.0,LUKS,write,3
16384,4,783888.0,LUKS,write,3
16384,8,1445970.0,LUKS,write,3
16384,16,3401313.0,LUKS,write,3
16384,32,3342256.0,LUKS,write,3
16384,64,4110310.0,LUKS,write,3
16384,128,3496497.0,LUKS,write,3
16384,256,4178541.0,LUKS,write,3
16384,512,3732967.0,LUKS,write,3
16384,1024,3057894.0,LUKS,write,3
16384,2048,2563604.0,LUKS,write,3
16384,4096,3354492.0,LUKS,write,3
16384,8192,3060209.0,LUKS,write,3
16384,16384,840155.0,LUKS,write,3
32768,64,2028355.0,LUKS,write,3
32768,128,4077120.0,LUKS,write,3
32768,256,4077604.0,LUKS,write,3
32768,512,1584533.0,LUKS,write,3
32768,1024,2923623.0,LUKS,write,3
32768,2048,1623790.0,LUKS,write,3
32768,4096,1423886.0,LUKS,write,3
32768,8192,1466581.0,LUKS,write,3
32768,16384,2541926.0,LUKS,write,3
65536,64,2827502.0,LUKS,write,3
65536,128,2026901.0,LUKS,write,3
65536,256,2252178.0,LUKS,write,3
65536,512,2242001.0,LUKS,write,3
65536,1024,2116728.0,LUKS,write,3
65536,2048,2100311.0,LUKS,write,3
65536,4096,2622810.0,LUKS,write,3
65536,8192,2106993.0,LUKS,write,3
65536,16384,1774174.0,LUKS,write,3
131072,64,2023029.0,LUKS,write,3
131072,128,2022285.0,LUKS,write,3
131072,256,2306672.0,LUKS,write,3
131072,512,1886933.0,LUKS,write,3
131072,1024,2203599.0,LUKS,write,3
131072,2048,2497030.0,LUKS,write,3
131072,4096,1806744.0,LUKS,write,3
131072,8192,2042420.0,LUKS,write,3
131072,16384,2005165.0,LUKS,write,3
262144,64,1030545.0,LUKS,write,3
262144,128,1095676.0,LUKS,write,3
262144,256,988610.0,LUKS,write,3
262144,512,1020890.0,LUKS,write,3
262144,1024,973762.0,LUKS,write,3
262144,2048,1053104.0,LUKS,write,3
262144,4096,1030667.0,LUKS,write,3
262144,8192,299740.0,LUKS,write,3
262144,16384,929275.0,LUKS,write,3
524288,64,814272.0,LUKS,write,3
524288,128,393729.0,LUKS,write,3
524288,256,833207.0,LUKS,write,3
524288,512,811425.0,LUKS,write,3
524288,1024,812154.0,LUKS,write,3
524288,2048,166141.0,LUKS,write,3
524288,4096,792507.0,LUKS,write,3
524288,8192,762092.0,LUKS,write,3
524288,16384,760267.0,LUKS,write,3
1048576,64,675017.0,LUKS,write,3
1048576,128,679459.0,LUKS,write,3
1048576,256,107207.0,LUKS,write,3
1048576,512,213062.0,LUKS,write,3
1048576,1024,262798.0,LUKS,write,3
1048576,2048,344566.0,LUKS,write,3
1048576,4096,683373.0,LUKS,write,3
1048576,8192,659594.0,LUKS,write,3
1048576,16384,661257.0,LUKS,write,3
64,4,7100397.0,Unencrypted,read,1
64,8,10821524.0,Unencrypted,read,1
64,16,12902017.0,Unencrypted,read,1
64,32,34389688.0,Unencrypted,read,1
64,64,30484297.0,Unencrypted,read,1
128,4,6812590.0,Unencrypted,read,1
128,8,8036304.0,Unencrypted,read,1
128,16,16365173.0,Unencrypted,read,1
128,32,21643049.0,Unencrypted,read,1
128,64,15881078.0,Unencrypted,read,1
128,128,45475583.0,Unencrypted,read,1
256,4,8534922.0,Unencrypted,read,1
256,8,13454450.0,Unencrypted,read,1
256,16,18259146.0,Unencrypted,read,1
256,32,8815202.0,Unencrypted,read,1
256,64,18259146.0,Unencrypted,read,1
256,128,23441229.0,Unencrypted,read,1
256,256,43286099.0,Unencrypted,read,1
512,4,3963567.0,Unencrypted,read,1
512,8,9510316.0,Unencrypted,read,1
512,16,15930214.0,Unencrypted,read,1
512,32,16417355.0,Unencrypted,read,1
512,64,8140399.0,Unencrypted,read,1
512,128,5509113.0,Unencrypted,read,1
512,256,28328790.0,Unencrypted,read,1
512,512,36518293.0,Unencrypted,read,1
1024,4,6244448.0,Unencrypted,read,1
1024,8,8680108.0,Unencrypted,read,1
1024,16,8914314.0,Unencrypted,read,1
1024,32,7941793.0,Unencrypted,read,1
1024,64,19020633.0,Unencrypted,read,1
1024,128,9743447.0,Unencrypted,read,1
1024,256,16531459.0,Unencrypted,read,1
1024,512,15460328.0,Unencrypted,read,1
1024,1024,18608584.0,Unencrypted,read,1
2048,4,6303124.0,Unencrypted,read,1
2048,8,5640860.0,Unencrypted,read,1
2048,16,13384011.0,Unencrypted,read,1
2048,32,12118884.0,Unencrypted,read,1
2048,64,16122077.0,Unencrypted,read,1
2048,128,10339282.0,Unencrypted,read,1
2048,256,17828628.0,Unencrypted,read,1
2048,512,18600754.0,Unencrypted,read,1
2048,1024,15048789.0,Unencrypted,read,1
2048,2048,17977882.0,Unencrypted,read,1
4096,4,7392988.0,Unencrypted,read,1
4096,8,8944095.0,Unencrypted,read,1
4096,16,12299398.0,Unencrypted,read,1
4096,32,11222762.0,Unencrypted,read,1
4096,64,11508442.0,Unencrypted,read,1
4096,128,9773474.0,Unencrypted,read,1
4096,256,12450933.0,Unencrypted,read,1
4096,512,13658603.0,Unencrypted,read,1
4096,1024,11570449.0,Unencrypted,read,1
4096,2048,10089154.0,Unencrypted,read,1
4096,4096,12569357.0,Unencrypted,read,1
8192,4,6085887.0,Unencrypted,read,1
8192,8,9061576.0,Unencrypted,read,1
8192,16,11554130.0,Unencrypted,read,1
8192,32,11703682.0,Unencrypted,read,1
8192,64,9603578.0,Unencrypted,read,1
8192,128,11869445.0,Unencrypted,read,1
8192,256,12661090.0,Unencrypted,read,1
8192,512,13344594.0,Unencrypted,read,1
8192,1024,10625170.0,Unencrypted,read,1
8192,2048,8568928.0,Unencrypted,read,1
8192,4096,10612044.0,Unencrypted,read,1
8192,8192,635387.0,Unencrypted,read,1
16384,4,6212881.0,Unencrypted,read,1
16384,8,8337915.0,Unencrypted,read,1
16384,16,11586870.0,Unencrypted,read,1
16384,32,10729361.0,Unencrypted,read,1
16384,64,12623425.0,Unencrypted,read,1
16384,128,10310799.0,Unencrypted,read,1
16384,256,13065021.0,Unencrypted,read,1
16384,512,12109573.0,Unencrypted,read,1
16384,1024,10757915.0,Unencrypted,read,1
16384,2048,9498455.0,Unencrypted,read,1
16384,4096,9384309.0,Unencrypted,read,1
16384,8192,9910787.0,Unencrypted,read,1
16384,16384,1119122.0,Unencrypted,read,1
32768,64,13266557.0,Unencrypted,read,1
32768,128,13733175.0,Unencrypted,read,1
32768,256,13123412.0,Unencrypted,read,1
32768,512,11936883.0,Unencrypted,read,1
32768,1024,10412195.0,Unencrypted,read,1
32768,2048,9206909.0,Unencrypted,read,1
32768,4096,9810897.0,Unencrypted,read,1
32768,8192,7275441.0,Unencrypted,read,1
32768,16384,8478230.0,Unencrypted,read,1
65536,64,11926424.0,Unencrypted,read,1
65536,128,10613126.0,Unencrypted,read,1
65536,256,13457383.0,Unencrypted,read,1
65536,512,10710305.0,Unencrypted,read,1
65536,1024,10528168.0,Unencrypted,read,1
65536,2048,10417248.0,Unencrypted,read,1
65536,4096,8786306.0,Unencrypted,read,1
65536,8192,9283967.0,Unencrypted,read,1
65536,16384,6783623.0,Unencrypted,read,1
131072,64,12850224.0,Unencrypted,read,1
131072,128,12942798.0,Unencrypted,read,1
131072,256,12931230.0,Unencrypted,read,1
131072,512,12272758.0,Unencrypted,read,1
131072,1024,9207590.0,Unencrypted,read,1
131072,2048,9703432.0,Unencrypted,read,1
131072,4096,10157375.0,Unencrypted,read,1
131072,8192,9206356.0,Unencrypted,read,1
131072,16384,9381689.0,Unencrypted,read,1
262144,64,11080568.0,Unencrypted,read,1
262144,128,12216550.0,Unencrypted,read,1
262144,256,12220080.0,Unencrypted,read,1
262144,512,11661228.0,Unencrypted,read,1
262144,1024,9244735.0,Unencrypted,read,1
262144,2048,9765120.0,Unencrypted,read,1
262144,4096,8683978.0,Unencrypted,read,1
262144,8192,8816631.0,Unencrypted,read,1
262144,16384,7454679.0,Unencrypted,read,1
524288,64,10742516.0,Unencrypted,read,1
524288,128,11294487.0,Unencrypted,read,1
524288,256,12115509.0,Unencrypted,read,1
524288,512,8497103.0,Unencrypted,read,1
524288,1024,9397543.0,Unencrypted,read,1
524288,2048,9339431.0,Unencrypted,read,1
524288,4096,8593633.0,Unencrypted,read,1
524288,8192,8359467.0,Unencrypted,read,1
524288,16384,7680975.0,Unencrypted,read,1
1048576,64,285422.0,Unencrypted,read,1
1048576,128,289110.0,Unencrypted,read,1
1048576,256,358137.0,Unencrypted,read,1
1048576,512,599885.0,Unencrypted,read,1
1048576,1024,882882.0,Unencrypted,read,1
1048576,2048,959270.0,Unencrypted,read,1
1048576,4096,1011145.0,Unencrypted,read,1
1048576,8192,1023936.0,Unencrypted,read,1
1048576,16384,1096141.0,Unencrypted,read,1
64,4,7293312.0,Unencrypted,read,2
64,8,15972885.0,Unencrypted,read,2
64,16,9318832.0,Unencrypted,read,2
64,32,22737791.0,Unencrypted,read,2
64,64,64000000.0,Unencrypted,read,2
128,4,7082197.0,Unencrypted,read,2
128,8,15881078.0,Unencrypted,read,2
128,16,21643049.0,Unencrypted,read,2
128,32,15881078.0,Unencrypted,read,2
128,64,25804035.0,Unencrypted,read,2
128,128,45475583.0,Unencrypted,read,2
256,4,9114515.0,Unencrypted,read,2
256,8,7735574.0,Unencrypted,read,2
256,16,10245071.0,Unencrypted,read,2
256,32,16072608.0,Unencrypted,read,2
256,64,19591792.0,Unencrypted,read,2
256,128,23441229.0,Unencrypted,read,2
256,256,49241346.0,Unencrypted,read,2
512,4,9681823.0,Unencrypted,read,2
512,8,13438092.0,Unencrypted,read,2
512,16,9145790.0,Unencrypted,read,2
512,32,18385093.0,Unencrypted,read,2
512,64,21303197.0,Unencrypted,read,2
512,128,20490142.0,Unencrypted,read,2
512,256,15583417.0,Unencrypted,read,2
512,512,31671139.0,Unencrypted,read,2
1024,4,6776473.0,Unencrypted,read,2
1024,8,8822754.0,Unencrypted,read,2
1024,16,12944224.0,Unencrypted,read,2
1024,32,11903823.0,Unencrypted,read,2
1024,64,11018226.0,Unencrypted,read,2
1024,128,13142265.0,Unencrypted,read,2
1024,256,19276739.0,Unencrypted,read,2
1024,512,17331995.0,Unencrypted,read,2
1024,1024,14470636.0,Unencrypted,read,2
2048,4,6780783.0,Unencrypted,read,2
2048,8,8830061.0,Unencrypted,read,2
2048,16,9024882.0,Unencrypted,read,2
2048,32,9024882.0,Unencrypted,read,2
2048,64,12118884.0,Unencrypted,read,2
2048,128,10490809.0,Unencrypted,read,2
2048,256,12729493.0,Unencrypted,read,2
2048,512,13384011.0,Unencrypted,read,2
2048,1024,11129659.0,Unencrypted,read,2
2048,2048,11642543.0,Unencrypted,read,2
4096,4,6659365.0,Unencrypted,read,2
4096,8,8712759.0,Unencrypted,read,2
4096,16,10425907.0,Unencrypted,read,2
4096,32,10916131.0,Unencrypted,read,2
4096,64,12299398.0,Unencrypted,read,2
4096,128,13790167.0,Unencrypted,read,2
4096,256,14165392.0,Unencrypted,read,2
4096,512,12450933.0,Unencrypted,read,2
4096,1024,12007129.0,Unencrypted,read,2
4096,2048,13508249.0,Unencrypted,read,2
4096,4096,13166611.0,Unencrypted,read,2
8192,4,6838023.0,Unencrypted,read,2
8192,8,8943642.0,Unencrypted,read,2
8192,16,10721317.0,Unencrypted,read,2
8192,32,10291026.0,Unencrypted,read,2
8192,64,11329356.0,Unencrypted,read,2
8192,128,12031539.0,Unencrypted,read,2
8192,256,10112331.0,Unencrypted,read,2
8192,512,10463389.0,Unencrypted,read,2
8192,1024,10050216.0,Unencrypted,read,2
8192,2048,10266427.0,Unencrypted,read,2
8192,4096,9393538.0,Unencrypted,read,2
8192,8192,9414128.0,Unencrypted,read,2
16384,4,5897753.0,Unencrypted,read,2
16384,8,8030973.0,Unencrypted,read,2
16384,16,10530420.0,Unencrypted,read,2
16384,32,7750195.0,Unencrypted,read,2
16384,64,7949221.0,Unencrypted,read,2
16384,128,11221694.0,Unencrypted,read,2
16384,256,10880555.0,Unencrypted,read,2
16384,512,10851347.0,Unencrypted,read,2
16384,1024,8574066.0,Unencrypted,read,2
16384,2048,7670606.0,Unencrypted,read,2
16384,4096,7798569.0,Unencrypted,read,2
16384,8192,9346021.0,Unencrypted,read,2
16384,16384,8501933.0,Unencrypted,read,2
32768,64,10839200.0,Unencrypted,read,2
32768,128,10141744.0,Unencrypted,read,2
32768,256,11385119.0,Unencrypted,read,2
32768,512,10690808.0,Unencrypted,read,2
32768,1024,8489228.0,Unencrypted,read,2
32768,2048,9314229.0,Unencrypted,read,2
32768,4096,9232886.0,Unencrypted,read,2
32768,8192,8918928.0,Unencrypted,read,2
32768,16384,5771155.0,Unencrypted,read,2
65536,64,7980474.0,Unencrypted,read,2
65536,128,11671203.0,Unencrypted,read,2
65536,256,6319205.0,Unencrypted,read,2
65536,512,8727721.0,Unencrypted,read,2
65536,1024,7603645.0,Unencrypted,read,2
65536,2048,6789823.0,Unencrypted,read,2
65536,4096,7462450.0,Unencrypted,read,2
65536,8192,8533452.0,Unencrypted,read,2
65536,16384,6258204.0,Unencrypted,read,2
131072,64,11478401.0,Unencrypted,read,2
131072,128,9849817.0,Unencrypted,read,2
131072,256,10892766.0,Unencrypted,read,2
131072,512,9980352.0,Unencrypted,read,2
131072,1024,8350661.0,Unencrypted,read,2
131072,2048,9218707.0,Unencrypted,read,2
131072,4096,7578155.0,Unencrypted,read,2
131072,8192,6712377.0,Unencrypted,read,2
131072,16384,8274245.0,Unencrypted,read,2
262144,64,11007466.0,Unencrypted,read,2
262144,128,13354315.0,Unencrypted,read,2
262144,256,11359083.0,Unencrypted,read,2
262144,512,9665712.0,Unencrypted,read,2
262144,1024,8953327.0,Unencrypted,read,2
262144,2048,9280395.0,Unencrypted,read,2
262144,4096,7625129.0,Unencrypted,read,2
262144,8192,8209427.0,Unencrypted,read,2
262144,16384,7067414.0,Unencrypted,read,2
524288,64,11299827.0,Unencrypted,read,2
524288,128,11342081.0,Unencrypted,read,2
524288,256,11234707.0,Unencrypted,read,2
524288,512,11228913.0,Unencrypted,read,2
524288,1024,8828163.0,Unencrypted,read,2
524288,2048,8768251.0,Unencrypted,read,2
524288,4096,7651150.0,Unencrypted,read,2
524288,8192,8007110.0,Unencrypted,read,2
524288,16384,7317642.0,Unencrypted,read,2
1048576,64,11574086.0,Unencrypted,read,2
1048576,128,11578017.0,Unencrypted,read,2
1048576,256,11735734.0,Unencrypted,read,2
1048576,512,11481417.0,Unencrypted,read,2
1048576,1024,8877055.0,Unencrypted,read,2
1048576,2048,8617490.0,Unencrypted,read,2
1048576,4096,8515741.0,Unencrypted,read,2
1048576,8192,7733783.0,Unencrypted,read,2
1048576,16384,7413369.0,Unencrypted,read,2
64,4,952555.0,Unencrypted,read,3
64,8,686877.0,Unencrypted,read,3
64,16,1452528.0,Unencrypted,read,3
64,32,2467108.0,Unencrypted,read,3
64,64,2067979.0,Unencrypted,read,3
128,4,2511022.0,Unencrypted,read,3
128,8,2175277.0,Unencrypted,read,3
128,16,2673584.0,Unencrypted,read,3
128,32,2367096.0,Unencrypted,read,3
128,64,4135958.0,Unencrypted,read,3
128,128,1827299.0,Unencrypted,read,3
256,4,1938842.0,Unencrypted,read,3
256,8,2975955.0,Unencrypted,read,3
256,16,4819184.0,Unencrypted,read,3
256,32,2943325.0,Unencrypted,read,3
256,64,60208.0,Unencrypted,read,3
256,128,4009406.0,Unencrypted,read,3
256,256,5117791.0,Unencrypted,read,3
512,4,2304647.0,Unencrypted,read,3
512,8,3905895.0,Unencrypted,read,3
512,16,5177083.0,Unencrypted,read,3
512,32,6414119.0,Unencrypted,read,3
512,64,3877684.0,Unencrypted,read,3
512,128,4784885.0,Unencrypted,read,3
512,256,4827914.0,Unencrypted,read,3
512,512,4610256.0,Unencrypted,read,3
1024,4,3709575.0,Unencrypted,read,3
1024,8,4654248.0,Unencrypted,read,3
1024,16,6025439.0,Unencrypted,read,3
1024,32,5821271.0,Unencrypted,read,3
1024,64,7160597.0,Unencrypted,read,3
1024,128,5958564.0,Unencrypted,read,3
1024,256,7319232.0,Unencrypted,read,3
1024,512,5660167.0,Unencrypted,read,3
1024,1024,5120336.0,Unencrypted,read,3
2048,4,4423683.0,Unencrypted,read,3
2048,8,4686767.0,Unencrypted,read,3
2048,16,5306340.0,Unencrypted,read,3
2048,32,7042051.0,Unencrypted,read,3
2048,64,7999524.0,Unencrypted,read,3
2048,128,9752360.0,Unencrypted,read,3
2048,256,6303124.0,Unencrypted,read,3
2048,512,4521480.0,Unencrypted,read,3
2048,1024,7477273.0,Unencrypted,read,3
2048,2048,8159088.0,Unencrypted,read,3
4096,4,3637640.0,Unencrypted,read,3
4096,8,5263753.0,Unencrypted,read,3
4096,16,7289472.0,Unencrypted,read,3
4096,32,7237268.0,Unencrypted,read,3
4096,64,8340529.0,Unencrypted,read,3
4096,128,7859742.0,Unencrypted,read,3
4096,256,8328399.0,Unencrypted,read,3
4096,512,7161842.0,Unencrypted,read,3
4096,1024,5978090.0,Unencrypted,read,3
4096,2048,7355007.0,Unencrypted,read,3
4096,4096,6379914.0,Unencrypted,read,3
8192,4,2300494.0,Unencrypted,read,3
8192,8,4447398.0,Unencrypted,read,3
8192,16,6330318.0,Unencrypted,read,3
8192,32,6948652.0,Unencrypted,read,3
8192,64,8358395.0,Unencrypted,read,3
8192,128,7976157.0,Unencrypted,read,3
8192,256,7676771.0,Unencrypted,read,3
8192,512,7474698.0,Unencrypted,read,3
8192,1024,7855798.0,Unencrypted,read,3
8192,2048,7249187.0,Unencrypted,read,3
8192,4096,6429825.0,Unencrypted,read,3
8192,8192,5984134.0,Unencrypted,read,3
16384,4,4147771.0,Unencrypted,read,3
16384,8,4162595.0,Unencrypted,read,3
16384,16,3567099.0,Unencrypted,read,3
16384,32,7656078.0,Unencrypted,read,3
16384,64,7570887.0,Unencrypted,read,3
16384,128,7323979.0,Unencrypted,read,3
16384,256,7758070.0,Unencrypted,read,3
16384,512,4995307.0,Unencrypted,read,3
16384,1024,6654475.0,Unencrypted,read,3
16384,2048,7731883.0,Unencrypted,read,3
16384,4096,3551796.0,Unencrypted,read,3
16384,8192,3939251.0,Unencrypted,read,3
16384,16384,5904340.0,Unencrypted,read,3
32768,64,8498151.0,Unencrypted,read,3
32768,128,6306331.0,Unencrypted,read,3
32768,256,8806347.0,Unencrypted,read,3
32768,512,8582529.0,Unencrypted,read,3
32768,1024,7538003.0,Unencrypted,read,3
32768,2048,7893888.0,Unencrypted,read,3
32768,4096,7665390.0,Unencrypted,read,3
32768,8192,5949015.0,Unencrypted,read,3
32768,16384,1795512.0,Unencrypted,read,3
65536,64,7566806.0,Unencrypted,read,3
65536,128,3152276.0,Unencrypted,read,3
65536,256,7925480.0,Unencrypted,read,3
65536,512,7771321.0,Unencrypted,read,3
65536,1024,7431180.0,Unencrypted,read,3
65536,2048,6468810.0,Unencrypted,read,3
65536,4096,7180567.0,Unencrypted,read,3
65536,8192,4890734.0,Unencrypted,read,3
65536,16384,6125439.0,Unencrypted,read,3
131072,64,6980422.0,Unencrypted,read,3
131072,128,6205773.0,Unencrypted,read,3
131072,256,6612107.0,Unencrypted,read,3
131072,512,5135418.0,Unencrypted,read,3
131072,1024,6263324.0,Unencrypted,read,3
131072,2048,6072582.0,Unencrypted,read,3
131072,4096,4762066.0,Unencrypted,read,3
131072,8192,5412431.0,Unencrypted,read,3
131072,16384,3940455.0,Unencrypted,read,3
262144,64,2118214.0,Unencrypted,read,3
262144,128,1225447.0,Unencrypted,read,3
262144,256,2217688.0,Unencrypted,read,3
262144,512,2366048.0,Unencrypted,read,3
262144,1024,52165.0,Unencrypted,read,3
262144,2048,185137.0,Unencrypted,read,3
262144,4096,2009107.0,Unencrypted,read,3
262144,8192,52235.0,Unencrypted,read,3
262144,16384,2048591.0,Unencrypted,read,3
524288,64,130198.0,Unencrypted,read,3
524288,128,1587803.0,Unencrypted,read,3
524288,256,113976.0,Unencrypted,read,3
524288,512,1626925.0,Unencrypted,read,3
524288,1024,116697.0,Unencrypted,read,3
524288,2048,1584627.0,Unencrypted,read,3
524288,4096,47927.0,Unencrypted,read,3
524288,8192,104436.0,Unencrypted,read,3
524288,16384,112426.0,Unencrypted,read,3
1048576,64,49889.0,Unencrypted,read,3
1048576,128,103592.0,Unencrypted,read,3
1048576,256,90631.0,Unencrypted,read,3
1048576,512,68225.0,Unencrypted,read,3
1048576,1024,70564.0,Unencrypted,read,3
1048576,2048,80161.0,Unencrypted,read,3
1048576,4096,61697.0,Unencrypted,read,3
1048576,8192,557902.0,Unencrypted,read,3
1048576,16384,72519.0,Unencrypted,read,3
64,4,500060.0,Unencrypted,write,1
64,8,1460430.0,Unencrypted,write,1
64,16,1029254.0,Unencrypted,write,1
64,32,1526887.0,Unencrypted,write,1
64,64,1452528.0,Unencrypted,write,1
128,4,1096089.0,Unencrypted,write,1
128,8,1939522.0,Unencrypted,write,1
128,16,1406136.0,Unencrypted,write,1
128,32,2066432.0,Unencrypted,write,1
128,64,1710838.0,Unencrypted,write,1
128,128,2409592.0,Unencrypted,write,1
256,4,1532153.0,Unencrypted,write,1
256,8,2392442.0,Unencrypted,write,1
256,16,2247235.0,Unencrypted,write,1
256,32,3159869.0,Unencrypted,write,1
256,64,1398455.0,Unencrypted,write,1
256,128,1098113.0,Unencrypted,write,1
256,256,2242541.0,Unencrypted,write,1
512,4,1551867.0,Unencrypted,write,1
512,8,2405320.0,Unencrypted,write,1
512,16,2560168.0,Unencrypted,write,1
512,32,2875558.0,Unencrypted,write,1
512,64,3325278.0,Unencrypted,write,1
512,128,3064306.0,Unencrypted,write,1
512,256,3304808.0,Unencrypted,write,1
512,512,2796910.0,Unencrypted,write,1
1024,4,1793451.0,Unencrypted,write,1
1024,8,2398343.0,Unencrypted,write,1
1024,16,2844715.0,Unencrypted,write,1
1024,32,1610528.0,Unencrypted,write,1
1024,64,2365323.0,Unencrypted,write,1
1024,128,3324778.0,Unencrypted,write,1
1024,256,894262.0,Unencrypted,write,1
1024,512,3821805.0,Unencrypted,write,1
1024,1024,2681328.0,Unencrypted,write,1
2048,4,1894223.0,Unencrypted,write,1
2048,8,2659582.0,Unencrypted,write,1
2048,16,3210223.0,Unencrypted,write,1
2048,32,1901351.0,Unencrypted,write,1
2048,64,3835124.0,Unencrypted,write,1
2048,128,4213218.0,Unencrypted,write,1
2048,256,3975338.0,Unencrypted,write,1
2048,512,3612546.0,Unencrypted,write,1
2048,1024,3145567.0,Unencrypted,write,1
2048,2048,2102899.0,Unencrypted,write,1
4096,4,1891888.0,Unencrypted,write,1
4096,8,2792200.0,Unencrypted,write,1
4096,16,3362795.0,Unencrypted,write,1
4096,32,3379997.0,Unencrypted,write,1
4096,64,4016047.0,Unencrypted,write,1
4096,128,3634562.0,Unencrypted,write,1
4096,256,4128976.0,Unencrypted,write,1
4096,512,4059701.0,Unencrypted,write,1
4096,1024,3846119.0,Unencrypted,write,1
4096,2048,3781775.0,Unencrypted,write,1
4096,4096,1501368.0,Unencrypted,write,1
8192,4,1983039.0,Unencrypted,write,1
